Rank,Name,Platform,Year,Genre,Publisher,NA_Sales_M,EU_Sales_M,JP_Sales_M,Other_Sales_M,Global_Sales_M,Regional_Sum,Sales_Diff,log_Global_Sales_M,log_NA_Sales_M,log_EU_Sales_M,log_JP_Sales_M,Era,Publisher_Strength
9119,Anno 1701: Dawn of Discovery,DS,2007,Simulation,Touchstone,0.07,0.06,0.0,0.02,0.14,0.15,-0.009999999999999981,0.1310282624064041,0.06765864847381481,0.058268908123975775,0.0,Shooter Boom,0.00017712130791754666
9120,Chicken Shoot,DS,2007,Action,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.12221763272424921,0.0,0.0,Shooter Boom,0.0014427539448726742
9121,Dead to Rights,GC,2002,Shooter,Electronic Arts,0.11,0.03,0.0,0.0,0.14,0.14,0.0,0.1310282624064041,0.10436001532424277,0.0295588022415444,0.0,Transition,0.12446919658671544
9122,Sphinx and the Cursed Mummy,GC,2003,Action,THQ,0.11,0.03,0.0,0.0,0.14,0.14,0.0,0.1310282624064041,0.10436001532424277,0.0295588022415444,0.0,Transition,0.038201030442444536
9123,Cabela's Outdoor Adventures (2009),PS2,2009,Sports,Activision Value,0.07,0.05,0.0,0.02,0.14,0.14,0.0,0.1310282624064041,0.06765864847381481,0.04879016416943201,0.0,Shooter Boom,0.0007802305715861548
9124,T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,PS,1998,Adventure,Sunsoft,0.08,0.05,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.07696104113612832,0.04879016416943201,0.0,RPG Dominance,0.00010649698893776541
9125,Naruto RPG 2: Chidori vs Rasengan,DS,2005,Role-Playing,Tomy Corporation,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.1310282624064041,0.0,0.0,0.1310282624064041,Shooter Boom,0.000557147405284941
9126,Destruction Derby Raw,PS,2000,Racing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.07696104113612832,0.04879016416943201,0.0,Transition,0.06810202187336051
9127,Project V6,PS,1998,Strategy,General Entertainment,0.0,0.0,0.13,0.01,0.14,0.14,0.0,0.1310282624064041,0.0,0.0,0.12221763272424921,RPG Dominance,1.569429310661806e-05
9128,Farming Simulator 2012,3DS,2012,Action,Excalibur Publishing,0.0,0.12,0.0,0.02,0.14,0.13999999999999999,2.7755575615628914e-17,0.1310282624064041,0.0,0.11332868530700317,0.0,Post-Peak,3.138858621323612e-05
9129,NFL Head Coach 09,PS3,2008,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.12221763272424921,0.0,0.0,Shooter Boom,0.12446919658671544
9130,World Tour Soccer 2003,PS2,2002,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,0.14,0.0,0.1310282624064041,0.06765864847381481,0.04879016416943201,0.0,Transition,0.06810202187336051
9131,Akiba's Trip,PSP,2011,Adventure,Acquire,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.1310282624064041,0.0,0.0,0.1310282624064041,Shooter Boom,0.00011994924017200945
9132,Bravo Air Race,PS,1997,Racing,THQ,0.08,0.05,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.07696104113612832,0.04879016416943201,0.0,RPG Dominance,0.038201030442444536
9133,Onimusha Essentials,PS2,2008,Action,Capcom,0.07,0.05,0.0,0.02,0.14,0.14,0.0,0.1310282624064041,0.06765864847381481,0.04879016416943201,0.0,Shooter Boom,0.022520189587060726
9134,Blazing Angels 2: Secret Missions of WWII,X360,2007,Simulation,Ubisoft,0.11,0.02,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.10436001532424277,0.019802627296179712,0.0,Shooter Boom,0.053217105882669466
9135,Gundam: The Battle Master,PS,1997,Fighting,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14,0.14,0.0,0.1310282624064041,0.0,0.0,0.12221763272424921,RPG Dominance,0.028484020967575588
9136,Spyro: A Hero's Tail,XB,2004,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.14,0.15000000000000002,-0.010000000000000009,0.1310282624064041,0.10436001532424277,0.0295588022415444,0.0,Transition,0.006525462869544551
9137,¡Shin Chan Flipa en colores!,DS,2007,Platform,505 Games,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.1310282624064041,0.0,0.0,0.1310282624064041,Shooter Boom,0.0062676280542215395
9138,Just Cause 3,PC,2015,Action,Square Enix,0.03,0.11,0.0,0.01,0.14,0.15000000000000002,-0.010000000000000009,0.1310282624064041,0.0295588022415444,0.10436001532424277,0.0,Post-Peak,0.016274981951562927
9139,Eternal Poison,PS2,2008,Role-Playing,Banpresto,0.07,0.05,0.0,0.02,0.14,0.14,0.0,0.1310282624064041,0.06765864847381481,0.04879016416943201,0.0,Shooter Boom,0.0019505764289653872
9140,Lord of the Rings: Tactics,PSP,2005,Strategy,Electronic Arts,0.11,0.02,0.0,0.02,0.14,0.15,-0.009999999999999981,0.1310282624064041,0.10436001532424277,0.019802627296179712,0.0,Shooter Boom,0.12446919658671544
9141,X-Blades,X360,2009,Action,SouthPeak Games,0.1,0.02,0.02,0.01,0.14,0.15000000000000002,-0.010000000000000009,0.1310282624064041,0.09531017980432487,0.019802627296179712,0.019802627296179712,Shooter Boom,0.0007118482944787477
9142,Gretzky NHL 06,PS2,2005,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,0.14,0.0,0.1310282624064041,0.06765864847381481,0.04879016416943201,0.0,Shooter Boom,0.06810202187336051
9143,Gungrave: Overdose,PS2,2004,Shooter,Play It,0.07,0.05,0.0,0.02,0.14,0.14,0.0,0.1310282624064041,0.06765864847381481,0.04879016416943201,0.0,Transition,0.0004831600234965989
9144,Kidou Senshi Gundam: Shin Gihren no Yabou,PSP,2011,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.1310282624064041,0.0,0.0,0.1310282624064041,Shooter Boom,0.028484020967575588
9145,How to Train Your Dragon,X360,2010,Action,Activision,0.11,0.02,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.10436001532424277,0.019802627296179712,0.0,Shooter Boom,0.08154978902385981
9146,Your Shape: Fitness Evolved 2013,WiiU,2012,Action,Ubisoft,0.06,0.07,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.058268908123975775,0.06765864847381481,0.0,Post-Peak,0.053217105882669466
9147,My Fitness Coach: Club,PS3,2011,Sports,Ubisoft,0.0,0.1,0.0,0.04,0.14,0.14,0.0,0.1310282624064041,0.0,0.09531017980432487,0.0,Shooter Boom,0.053217105882669466
9148,NBA ShootOut 2002,PS,2001,Sports,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.07696104113612832,0.04879016416943201,0.0,Transition,0.06810202187336051
9149,SingStar Vol. 3,PS3,2008,Misc,Sony Computer Entertainment,0.0,0.11,0.0,0.03,0.14,0.14,0.0,0.1310282624064041,0.0,0.10436001532424277,0.0,Shooter Boom,0.06810202187336051
9150,The Granstream Saga,PS,1997,Role-Playing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.07696104113612832,0.04879016416943201,0.0,RPG Dominance,0.06810202187336051
9151,Scene It? Bright Lights! Big Screen!,Wii,2009,Misc,Warner Bros. Interactive Entertainment,0.13,0.0,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.12221763272424921,0.0,0.0,Shooter Boom,0.01725139118698181
9152,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PSP,2007,Role-Playing,Nippon Ichi Software,0.0,0.0,0.13,0.0,0.14,0.13,0.010000000000000009,0.1310282624064041,0.0,0.0,0.12221763272424921,Shooter Boom,0.001600817896875042
9153,WCW Backstage Assault,N64,2007,Action,Unknown,0.11,0.03,0.0,0.0,0.14,0.14,0.0,0.1310282624064041,0.10436001532424277,0.0295588022415444,0.0,Shooter Boom,0.005553537717870418
9154,Micro Machines 64 Turbo,N64,1999,Racing,Codemasters,0.11,0.03,0.0,0.0,0.14,0.14,0.0,0.1310282624064041,0.10436001532424277,0.0295588022415444,0.0,RPG Dominance,0.005366327221527189
9155,Bassmasters 2000,N64,1999,Sports,THQ,0.11,0.03,0.0,0.0,0.14,0.14,0.0,0.1310282624064041,0.10436001532424277,0.0295588022415444,0.0,RPG Dominance,0.038201030442444536
9156,Baldur's Gate: Dark Alliance,GC,2002,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0,0.14,0.14,0.0,0.1310282624064041,0.10436001532424277,0.0295588022415444,0.0,Transition,0.004917918847052387
9157,Bio FREAKS,N64,1998,Action,GT Interactive,0.11,0.03,0.0,0.0,0.14,0.14,0.0,0.1310282624064041,0.10436001532424277,0.0295588022415444,0.0,RPG Dominance,0.0028283358219998115
9158,Eternal Eyes,PS,1999,Role-Playing,Sunsoft,0.08,0.05,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.07696104113612832,0.04879016416943201,0.0,RPG Dominance,0.00010649698893776541
9159,Injustice: Gods Among Us,PSV,2013,Fighting,Warner Bros. Interactive Entertainment,0.11,0.01,0.0,0.02,0.14,0.13999999999999999,2.7755575615628914e-17,0.1310282624064041,0.10436001532424277,0.009950330853168083,0.0,Post-Peak,0.01725139118698181
9160,Fate/Unlimited Codes,PS2,2008,Fighting,Capcom,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.1310282624064041,0.0,0.0,0.1310282624064041,Shooter Boom,0.022520189587060726
9161,Atari's Greatest Hits: Volume 1,DS,2010,Misc,Atari,0.13,0.0,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.12221763272424921,0.0,0.0,Shooter Boom,0.01762469115873208
9162,The Operative: No One Lives Forever,PS2,2002,Shooter,Electronic Arts,0.07,0.05,0.0,0.02,0.14,0.14,0.0,0.1310282624064041,0.06765864847381481,0.04879016416943201,0.0,Transition,0.12446919658671544
9163,International Cricket 2010,X360,2010,Sports,Codemasters,0.0,0.12,0.0,0.02,0.14,0.13999999999999999,2.7755575615628914e-17,0.1310282624064041,0.0,0.11332868530700317,0.0,Shooter Boom,0.005366327221527189
9164,Epidemic,PS,1995,Shooter,Sony Computer Entertainment,0.02,0.01,0.1,0.01,0.14,0.14,0.0,0.1310282624064041,0.019802627296179712,0.009950330853168083,0.09531017980432487,RPG Dominance,0.06810202187336051
9165,Monster House,GC,2006,Adventure,THQ,0.11,0.03,0.0,0.0,0.14,0.14,0.0,0.1310282624064041,0.10436001532424277,0.0295588022415444,0.0,Shooter Boom,0.038201030442444536
9166,Dead or Alive 2,DC,2000,Fighting,Acclaim Entertainment,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.1310282624064041,0.0,0.0,0.1310282624064041,Transition,0.007190228284703445
9167,Buck Fever,Wii,2009,Sports,Destineer,0.13,0.0,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.12221763272424921,0.0,0.0,Shooter Boom,0.0004887651281775339
9168,NCAA Basketball Final Four 97,PS,1997,Sports,Mindscape,0.08,0.05,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.07696104113612832,0.04879016416943201,0.0,RPG Dominance,0.0008676702046087413
9169,Ecco the Dolphin: Defender of the Future,PS2,2002,Adventure,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,0.14,0.0,0.1310282624064041,0.06765864847381481,0.04879016416943201,0.0,Transition,0.06810202187336051
9170,Heroes over Europe,X360,2009,Simulation,Ubisoft,0.1,0.03,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.09531017980432487,0.0295588022415444,0.0,Shooter Boom,0.053217105882669466
9171,The Bombing Islands,PS,1997,Platform,Kemco,0.08,0.05,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.07696104113612832,0.04879016416943201,0.0,RPG Dominance,0.00024886664783351495
9172,Earth Defense Force 2: Invaders from Planet Space,PSP,2011,Action,D3Publisher,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.1310282624064041,0.0,0.0,0.1310282624064041,Shooter Boom,0.0027050235190192408
9173,Bejeweled 3,PS3,2007,Puzzle,Unknown,0.13,0.0,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.12221763272424921,0.0,0.0,Shooter Boom,0.005553537717870418
9174,Monster Jam,DS,2007,Racing,Activision,0.13,0.0,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.12221763272424921,0.0,0.0,Shooter Boom,0.08154978902385981
9175,Robots,DS,2005,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.11332868530700317,0.009950330853168083,0.0,Shooter Boom,0.006525462869544551
9176,Gyakuten Saiban 2,GBA,2002,Action,Capcom,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.1310282624064041,0.0,0.0,0.1310282624064041,Transition,0.022520189587060726
9177,Godzilla: Save the Earth,XB,2004,Fighting,Atari,0.1,0.03,0.0,0.0,0.14,0.13,0.010000000000000009,0.1310282624064041,0.09531017980432487,0.0295588022415444,0.0,Transition,0.01762469115873208
9178,Skylanders Giants,3DS,2012,Action,Activision,0.12,0.01,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.11332868530700317,0.009950330853168083,0.0,Post-Peak,0.08154978902385981
9179,Eragon,X360,2006,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.11332868530700317,0.009950330853168083,0.0,Shooter Boom,0.006525462869544551
9180,Micro Machines,PS2,2002,Racing,Atari,0.07,0.05,0.0,0.02,0.14,0.14,0.0,0.1310282624064041,0.06765864847381481,0.04879016416943201,0.0,Transition,0.01762469115873208
9181,Detective Barbie: The Mystery Cruise,PS,1999,Adventure,Mattel Interactive,0.08,0.05,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.07696104113612832,0.04879016416943201,0.0,RPG Dominance,0.0003934783486016385
9182,Jim Henson's the Muppets: On With the Show!,GBA,2003,Action,TDK Mediactive,0.1,0.04,0.0,0.0,0.14,0.14,0.0,0.1310282624064041,0.09531017980432487,0.039220713153281295,0.0,Transition,0.0009315683979714005
9183,Desire,SAT,1997,Adventure,Imadio,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.1310282624064041,0.0,0.0,0.1310282624064041,RPG Dominance,1.569429310661806e-05
9184,Valhalla Knights: Eldar Saga,Wii,2009,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14,0.13,0.010000000000000009,0.1310282624064041,0.09531017980432487,0.009950330853168083,0.009950330853168083,Shooter Boom,0.0019404872405397041
9185,Lips: I Love The 80s,X360,2010,Misc,Microsoft Game Studios,0.0,0.12,0.0,0.02,0.14,0.13999999999999999,2.7755575615628914e-17,0.1310282624064041,0.0,0.11332868530700317,0.0,Shooter Boom,0.027553573590540375
9186,Monster Hunter Diary: Poka Poka Airou Village DX,3DS,2015,Action,Capcom,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.1310282624064041,0.0,0.0,0.1310282624064041,Post-Peak,0.022520189587060726
9187,Frank Thomas Big Hurt Baseball,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.07696104113612832,0.04879016416943201,0.0,RPG Dominance,0.007190228284703445
9188,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14,0.14,0.0,0.1310282624064041,0.09531017980432487,0.039220713153281295,0.0,Shooter Boom,0.013447767150499303
9189,Power Pro Kun Pocket 8,DS,2005,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.1310282624064041,0.0,0.0,0.1310282624064041,Shooter Boom,0.031796637834008185
9190,Sid Meier's Pirates!,XB,2005,Strategy,Take-Two Interactive,0.11,0.03,0.0,0.01,0.14,0.15000000000000002,-0.010000000000000009,0.1310282624064041,0.10436001532424277,0.0295588022415444,0.0,Shooter Boom,0.04478927048441557
9191,Enclave,XB,2002,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14,0.15000000000000002,-0.010000000000000009,0.1310282624064041,0.10436001532424277,0.0295588022415444,0.0,Transition,5.38090049369762e-05
9192,Bottom of the 9th,PS,1996,Sports,Konami Digital Entertainment,0.08,0.05,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.07696104113612832,0.04879016416943201,0.0,RPG Dominance,0.031796637834008185
9193,Pro Yaky? Spirits 2014,PS3,2014,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.1310282624064041,0.0,0.0,0.1310282624064041,Post-Peak,0.031796637834008185
9194,Dino Crisis 3,XB,2003,Action,Capcom,0.08,0.03,0.03,0.0,0.14,0.14,0.0,0.1310282624064041,0.07696104113612832,0.0295588022415444,0.0295588022415444,Transition,0.022520189587060726
9195,Syberia,DS,2008,Action,Mindscape,0.1,0.02,0.0,0.01,0.14,0.13,0.010000000000000009,0.1310282624064041,0.09531017980432487,0.019802627296179712,0.0,Shooter Boom,0.0008676702046087413
9196,Zoobles! Spring to Life!,DS,2011,Misc,Activision,0.1,0.02,0.0,0.01,0.14,0.13,0.010000000000000009,0.1310282624064041,0.09531017980432487,0.019802627296179712,0.0,Shooter Boom,0.08154978902385981
9197,NFL Blitz 20-03,GC,2002,Sports,Midway Games,0.11,0.03,0.0,0.0,0.14,0.14,0.0,0.1310282624064041,0.10436001532424277,0.0295588022415444,0.0,Transition,0.007830331239266224
9198,The King of Fighters '94 (CD),NG,1993,Fighting,SNK,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.1310282624064041,0.0,0.0,0.1310282624064041,RPG Dominance,0.0002903444224724341
9199,The Walking Dead: Season Two,XOne,2014,Adventure,Telltale Games,0.08,0.05,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.07696104113612832,0.04879016416943201,0.0,Post-Peak,0.00030491769464286513
9200,Master Jin Jin's IQ Challenge,DS,2006,Misc,505 Games,0.13,0.0,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.12221763272424921,0.0,0.0,Shooter Boom,0.0062676280542215395
9201,The Darkness II,PC,2012,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.09531017980432487,0.0295588022415444,0.0,Post-Peak,0.04478927048441557
9202,Create,X360,2010,Action,Electronic Arts,0.1,0.03,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.09531017980432487,0.0295588022415444,0.0,Shooter Boom,0.12446919658671544
9203,Karaoke Revolution Glee: Volume 3,X360,2011,Misc,Konami Digital Entertainment,0.13,0.0,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.12221763272424921,0.0,0.0,Shooter Boom,0.031796637834008185
9204,Barbie Explorer,PS,2001,Platform,Unknown,0.08,0.05,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.07696104113612832,0.04879016416943201,0.0,Transition,0.005553537717870418
9205,Rango: The Video Game,Wii,2011,Action,Electronic Arts,0.08,0.04,0.0,0.01,0.14,0.13,0.010000000000000009,0.1310282624064041,0.07696104113612832,0.039220713153281295,0.0,Shooter Boom,0.12446919658671544
9206,Disney's Chicken Little,XB,2005,Platform,Disney Interactive Studios,0.1,0.03,0.0,0.0,0.14,0.13,0.010000000000000009,0.1310282624064041,0.09531017980432487,0.0295588022415444,0.0,Shooter Boom,0.013447767150499303
9207,Power Gig: Rise of the SixString,PS3,2010,Misc,Unknown,0.13,0.0,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.12221763272424921,0.0,0.0,Shooter Boom,0.005553537717870418
9208,Transformers: Prime,WiiU,2012,Action,Activision,0.09,0.03,0.0,0.01,0.14,0.13,0.010000000000000009,0.1310282624064041,0.08617769624105233,0.0295588022415444,0.0,Post-Peak,0.08154978902385981
9209,Agile Warrior F-111X,PS,1995,Simulation,Virgin Interactive,0.08,0.05,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.07696104113612832,0.04879016416943201,0.0,RPG Dominance,0.004917918847052387
9210,NCIS,X360,2011,Adventure,Ubisoft,0.1,0.03,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.09531017980432487,0.0295588022415444,0.0,Shooter Boom,0.053217105882669466
9211,Jikkyou Powerful Pro Yakyuu Wii,Wii,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.1310282624064041,0.0,0.0,0.1310282624064041,Shooter Boom,0.031796637834008185
9212,Reality Fighters,PSV,2012,Fighting,Sony Computer Entertainment,0.06,0.06,0.0,0.03,0.14,0.15,-0.009999999999999981,0.1310282624064041,0.058268908123975775,0.058268908123975775,0.0,Post-Peak,0.06810202187336051
9213,Dynasty Warriors 7: Empires,PS3,2012,Action,Ubisoft Annecy,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.1310282624064041,0.0,0.0,0.1310282624064041,Post-Peak,0.0004999753375394038
9214,Cabela's African Safari,X360,2006,Sports,Activision Value,0.13,0.0,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.12221763272424921,0.0,0.0,Shooter Boom,0.0007802305715861548
9215,Ben 10 Galactic Racing,DS,2011,Racing,D3Publisher,0.1,0.03,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.09531017980432487,0.0295588022415444,0.0,Shooter Boom,0.0027050235190192408
9216,College Hoops 2K8,PS3,2007,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.12221763272424921,0.0,0.0,Shooter Boom,0.04478927048441557
9217,Super Puzzle Fighter II Turbo,PS,1996,Puzzle,Virgin Interactive,0.08,0.05,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.07696104113612832,0.04879016416943201,0.0,RPG Dominance,0.004917918847052387
9218,Ninjatown,DS,2008,Strategy,SouthPeak Games,0.12,0.0,0.0,0.01,0.14,0.13,0.010000000000000009,0.1310282624064041,0.11332868530700317,0.0,0.0,Shooter Boom,0.0007118482944787477
9219,Star Wars: Jedi Power Battles,GBA,2002,Action,THQ,0.1,0.04,0.0,0.0,0.14,0.14,0.0,0.1310282624064041,0.09531017980432487,0.039220713153281295,0.0,Transition,0.038201030442444536
9220,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,2002,Fighting,Namco Bandai Games,0.04,0.01,0.08,0.0,0.14,0.13,0.010000000000000009,0.1310282624064041,0.039220713153281295,0.009950330853168083,0.07696104113612832,Transition,0.028484020967575588
9221,Hard Rock Casino,PSP,2007,Misc,Oxygen Interactive,0.12,0.0,0.0,0.01,0.14,0.13,0.010000000000000009,0.1310282624064041,0.11332868530700317,0.0,0.0,Shooter Boom,0.0003878732439207034
9222,Space Venus starring Morning Musume,PS2,2001,Misc,Sony Music Entertainment,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.1310282624064041,0.0,0.0,0.1310282624064041,Transition,1.569429310661806e-05
9223,To Heart,PS,1999,Adventure,Aqua Plus,0.0,0.0,0.13,0.01,0.14,0.14,0.0,0.1310282624064041,0.0,0.0,0.12221763272424921,RPG Dominance,0.00014012761702337552
9224,Wild ARMs XF,PSP,2007,Role-Playing,505 Games,0.07,0.0,0.06,0.01,0.14,0.14,0.0,0.1310282624064041,0.06765864847381481,0.0,0.058268908123975775,Shooter Boom,0.0062676280542215395
9225,Doukyuusei,TG16,1995,Adventure,NEC,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.1310282624064041,0.0,0.0,0.1310282624064041,RPG Dominance,4.820390025604118e-05
9226,RockMan & Forte,SNES,1998,Platform,Capcom,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.1310282624064041,0.0,0.0,0.1310282624064041,RPG Dominance,0.022520189587060726
9227,Persona 4: Arena Ultimax,PS3,2014,Fighting,Atlus,0.0,0.01,0.13,0.0,0.14,0.14,0.0,0.1310282624064041,0.0,0.009950330853168083,0.12221763272424921,Post-Peak,0.0014281806727022433
9228,NBA 2K13,WiiU,2012,Sports,Take-Two Interactive,0.08,0.04,0.0,0.01,0.14,0.13,0.010000000000000009,0.1310282624064041,0.07696104113612832,0.039220713153281295,0.0,Post-Peak,0.04478927048441557
9229,Science Papa,Wii,2009,Misc,Activision,0.12,0.01,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.11332868530700317,0.009950330853168083,0.0,Shooter Boom,0.08154978902385981
9230,Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,2005,Action,Konami Digital Entertainment,0.0,0.04,0.1,0.0,0.14,0.14,0.0,0.1310282624064041,0.0,0.039220713153281295,0.09531017980432487,Shooter Boom,0.031796637834008185
9231,MySims Collection,Wii,2010,Misc,Electronic Arts,0.13,0.0,0.0,0.01,0.14,0.14,0.0,0.1310282624064041,0.12221763272424921,0.0,0.0,Shooter Boom,0.12446919658671544
